# Pathway	Exp1A1_prefix.assembled_Coverage	Exp1A2_prefix.assembled_Coverage	Exp1AS1_prefix.assembled_Coverage	Exp1AS2_prefix.assembled_Coverage	Exp1C1_prefix.assembled_Coverage	Exp1C2_prefix.assembled_Coverage	Exp1S1_prefix.assembled_Coverage	Exp1S2_prefix.assembled_Coverage	Exp2A1_prefix.assembled_Coverage	Exp2A2_prefix.assembled_Coverage	Exp2AS1_prefix.assembled_Coverage	Exp2AS2_prefix.assembled_Coverage	Exp2C1New.assembled_Coverage	Exp2C2_prefix.assembled_Coverage	Exp2S1_prefix.assembled_Coverage	Exp2S2_prefix.assembled_Coverage	Exp3A1_prefix.assembled_Coverage	Exp3A2_prefix.assembled_Coverage	Exp3AS1_prefix.assembled_Coverage	Exp3AS2_prefix.assembled_Coverage	Exp3C1_prefix.assembled_Coverage	Exp3C2_prefix.assembled_Coverage	Exp3S1_prefix.assembled_Coverage	Exp3S2_prefix.assembled_Coverage
PWY-6124: inosine-5'-phosphate biosynthesis II	0.9361162659	0.4269522348	0.3302290544	0.9655996186	0.8515662359	0.8395340146	0.6577663575	0.2615724918	0.9998357123	0.9998736140	0.9999759881	0.9977892309	0.9897923738	0.9709523292	0.9031240812	0.9981450014	0.1498247704	0.4999851649	0.0407255156	0.2284763455	0.5527532429	0.0001290634	0.0012526709	0.0061234825
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0664201184	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Enterobacter.s__Enterobacter_aerogenes	0	0.3994121166	0	0	0	0.5325196623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.1029100449	0.1956487247	0.0380029479	0.5577496214	0.0021509625	0.1491267214	0.4936295802	0.0259141659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Escherichia.s__Escherichia_coli	0.1726919733	0.0444866847	0.4090052501	0.1853186885	0.0124009589	0.0145685468	0.0859549227	0.8631404865	0	0	0.3963654185	0.5276755497	0	0	0.2160839787	0.3924904944	0.2748200538	0.2099040821	0.6746321086	0.7271911267	0.2056316040	0.0139025871	0.0307789131	0.3356879649
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5270722325	0.7687364835	0.1111001360	0.3289521497	0.5517656890	0.1268849628	0.6789609117	0.3957305288	0.3570784520	0	0.3333575092	0	0.1570725515	0.1630531321	0	0	0.3287160264	0.8883163562	0.2732442899	0.1763509361	0.4510301297	0.2517709426	0.4224189326	0.1488781981
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Klebsiella.s__Klebsiella_oxytoca	0.0153514831	0.4438370673	0.6682139370	0	0.0295260365	0.4535317810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0005301531	0.0000032601	0.2115162028	0.0421160709	0.0002605925	0.0001286218	0.0013797586	0.3343680789	0.0003592103	0.0093423486	0.4827059316	0.3880744323	0.0105421073	0.0464027505	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.8074011511	0.9393913570	0.9128089476	0.3350383625	0.6783452042	0.5337817523	0.6827572349	0.7688595658	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_salivarius	0.5451035965	0	0.7220506904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	0.0004720792	0.0459762180	0	0.0093949132	0.0000001789	0	0.0197071845	0	0.1318727508	0.0540109152	0.0022069969	0	0.0050894288	0.0410252649	0	0	0.2224564760	0	0	0	0	0.0002654346	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	0.0491519102	0.8630681063	0.1471256429	0.0120065139	0.8840103074	0.4236679461	0.0022732853	0.7097308896	0.9999705519	0.9999999955	0.8180639670	0.9999515599	1.0000000000	0.9999997458	0.9885801146	0.9957104675	0.0000000000	0.0041629216	0.0000000240	0.0000000000	0.0191236478	0.0000018053	0.0727640123	0.0000000000
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2136010643	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.3980921534	0.3140688478	0.3358230089	0.3680729153	0.0597608476	0.5753082362	0.3349291648	0.0098951447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0.2569565297	0.0000524827	0.2829000944	0.4690993912	0.1717485769	0.2413270781	0.5831693162	0.0551801720	0	0	0.2648717331	0.3948425843	0	0	0.0599132979	0.2034244829	0.0001329905	0.2427165612	0.3024271659	0.0002582990	0.0994410063	0.0000001601	0.5119188523	0.0506440201
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0040222998	0.1001489410	0.0687304922	0.0723750901	0.7766046895	0.0039697866	0.3334306908	0.5301902476	0.0549444030	0.5241438817	0	0	0.0212980535	0.0662033489	0	0	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.5649607662	0.8039707547	0.1524649342	0.3287023738	0.7056946636	0.2985792865	0.3938788524	0.5743398642	0	0	0	0	0	0	0	0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	0.7727652714	0	0.0490290207	0	0.0048943025	0	0.0139699611	0.0770856586	0.6226662573	0.2948824099	0	0.3972763595	0	0.4523094074	0.2211401349	0	0.0091380528	0.4153463497	0	0	0.0034528471	0	0.0790652629	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	0.0719579937	0.4979506148	0.2055636381	0.0179022986	0.8797585496	0.5075009711	0.0034060288	0.7856216469	0.9998799997	0.9999999555	0.8708726465	0.9984037875	0.9999909712	0.9997564785	0.9835525757	0.9971081660	0.0000000000	0.0062175953	0.0000000360	0.0000000000	0.0281828571	0.0000026878	0.0017407186	0.0000000000
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4533609398	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Enterobacter.s__Enterobacter_cloacae	0.1403148745	0.0000589859	0.0937432412	0.3895996684	0.0030376457	0.2072474769	0.1004158716	0.0289533250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Escherichia.s__Escherichia_coli	0.3246360509	0.1989301368	0.2548394578	0.0227924050	0.8548187375	0.2311063398	0.3496531405	0.0407027008	0	0	0.0941532608	0.0283304419	0	0	0.0276336791	0.0033312648	0.0001994505	0.2784317581	0.0015503227	0.0003870518	0.4799066423	0.0157962529	0.0294898559	0.0730610020
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Klebsiella.s__Klebsiella_pneumoniae	0.0007016720	0.0000045635	0.0962911692	0.0644069093	0.0003648167	0.0001757444	0.0019257967	0.4202755667	0.0004964777	0.3010439428	0	0	0.0126176383	0.0617901007	0	0	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.3381232167	0.8796104197	0.2091499813	0.2009620967	0.7085288108	0.5763869955	0.2481291704	0.6424953460	0	0	0	0	0	0	0	0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	0.7841372918	0.0345384752	0.0247595702	0.7602760288	0.0048943011	0.0025662029	0.0796807404	0.0884737495	0.6682963924	0.3334011895	0.9949388076	0.9940581442	0	0.5561892925	0.7442726474	0	0.2411303691	0.9112948189	0.0069732993	0.0540005029	0.0746085059	0.0012459534	0.0790667507	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000130	0.0000000000	0.0258162420	0.0380914632	0.1235701466	0.9923981070	0.0054247813	0.0010713056	0.0000064787	0.6293184740	0.0000481950	0.0000000380	0.0000000000	0.0000001108	0.0000000000	0.0000000019	0.0000000009	0.0000000000
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	0	0	0	0.1189963347	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Escherichia.s__Escherichia_coli	0.7308240820	0.4872812904	0.1836675703	0.0001825654	0.9827201620	0.7836447560	0.9807246433	0.0407032965	0	0	0.0027220935	0.3927737444	0	0	0.0190695288	0.0595382667	0.3400192582	0.3664161588	0.0018150565	0.1792718649	0.0769214709	0.0405752838	0.2836487289	0.0000017192
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.5471476491	0.4461854042	0.0630187559	0.7606939845	0.2730649541	0.6529341509	0.1788833540	0.3651658975	0	0	0	0	0	0	0	0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|unclassified	0.0000117910	0.0000427672	0	0	0	0	0	0	0	0.2416367987	0	0	0	0	0	0	0	0	0.0047415970	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
PWY-6151: S-adenosyl-L-methionine cycle I|g__Alloscardovia.s__Alloscardovia_omnicolens	0	0	0.8564668631	0	0.5993756733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7412724382	0	0	0.5617231832	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.6607013601	0.4209229082	0.1899316636	0.0738918736	0.0400480107	0.9431174518	0.0379405507	0.0773503223	0.8580416068	0.9082689347	0.8296888127	0.6798273919	0.4947308643	0.9707624267	0.8284064455	0.6531399062	0.5467077667	0.9636261412	0.8631521711	0.6471855821	0.7418911053	0.7229026076	0.0047449260	0.5866319512
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.6140010715	0.5463614537	0.8656713439	0.1840005545	0.7927176646	0.8531292810	0.3731677768	0.3054432341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_animalis	0.0565436681	0.5672282247	0.0703520822	0.7845498054	0.7481656826	0.8824158611	0.3810508468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Bifidobacterium.s__Bifidobacterium_longum	0.2951345552	0.4348774873	0.6922152723	0.0014435224	0.0001051291	0.2390474344	0.6714204647	0.5998076237	0	0	0.5011859790	0.9353271791	0	0	0.0799592539	0.3084701956	0.3854111372	0.6442005632	0.4385821714	0.3348822118	0.0000212990	0.5220946734	0.2408499275	0.4299110490
PWY-6151: S-adenosyl-L-methionine cycle I|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0.5057072824	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Butyrivibrio.s__Butyrivibrio_crossotus	0	0.6118474246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0.3856219892	0	0	0	0.6801254193	0.5547753785	0	0.5945682793	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8211486480	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Collinsella.s__Collinsella_aerofaciens	0	0.4111872318	0	0	0	0	0.6704464185	0	0.2599514296	0	0.8001383892	0.5886610755	0.4656775659	0	0.7027392836	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Dorea.s__Dorea_longicatena	0.5702469293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8664672573	0.8184160485	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Escherichia.s__Escherichia_coli	0.0000018743	0.0000000001	0.0000000098	0.0000000000	0.0000000003	0.0000002127	0.0000000010	0.0000037255	0	0	0.0000814278	0.4497899599	0	0	0.0012182288	0.0088240326	0.0806816873	0.0106933337	0.0006435333	0.0316739795	0.0018036385	0.0000282418	0.0028228573	0.0047032469
PWY-6151: S-adenosyl-L-methionine cycle I|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0	0.6085667009	0	0.1615791799	0	0	0.5701578134	0.5108109421	0.4785121938	0.5332500549	0	0.0368532257	0.6872873084	0.2809269480	0.0532681780
PWY-6151: S-adenosyl-L-methionine cycle I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.4602012290	0.6140209061	0.4161595756	0	0	0.4244657123	0	0	0	0.5714189092	0	0.3549609413	0.2365146974	0	0	0.6223296774	0.0819801977	0.1958595053	0.1999776825	0	0	0	0.4683965214	0.8449536092
PWY-6151: S-adenosyl-L-methionine cycle I|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0.1545391927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0333589707	0.0122113172	0.0003708467	0.0008008462	0.0114930112	0.0001630127	0.0428333722	0.3370623865	0.0011732434	0.0090850904	0	0	0.0000055649	0.0524474650	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.3124963365	0.1162428098	0.2294236944	0.5153869630	0.1762863755	0.0757695721	0.5253344086	0.2777145340	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Lactobacillus.s__Lactobacillus_ruminis	0.0000113166	0.0049195881	0.0913515642	0.6342499381	0.0642629131	0.2356617428	0.2716393541	0.0877562778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Prevotella.s__Prevotella_copri	0.0003619961	0.0484226662	0.0063285651	0.0221549058	0.1871427743	0.3256937795	0.4389577959	0.0772526505	0.1020137971	0.6340484529	0	0.4934400875	0.3596079814	0	0	0	0	0	0	0	0.6806947418	0	0.2153340419	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Ruminococcus.s__Ruminococcus_bromii	0.3771088267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6151: S-adenosyl-L-methionine cycle I|g__Weissella.s__Weissella_cibaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0352758199	0.0664727827	0.6487180933	0.6889209788	0.2662632817	0.8699351786	0.3470151949	0.9215034273
PWY-6151: S-adenosyl-L-methionine cycle I|unclassified	0.9979045990	0.9995680552	0.9999675075	0.9602280980	0.9999992604	0.9888972772	0.9441115512	0.0970492636	0.9707507679	0.3711372827	0.9497351034	0.0022368363	0.8166212957	0.9730831368	0.5104053889	0.3468890700	0.9707219124	0.8688790947	0.9773910855	0.5126748765	0.9785283222	0.9595544835	0.7259944548	0.9494455872
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	0.9999999998	0.9930028111	0.9999999990	1.0000000000	0.9999986527	0.9999998882	0.9999999981	0.9999999865	0.0000000000	0.0001320279	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000059	0.0000000000	0.9841097870	0.9979297375	0.9623435036	0.9999682411	0.9999882281	0.9784644754	0.9704060854	0.9177000871
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0.5504681688	0	0	0.7401914809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0.5904674233	0	0	0	0	0.6897364134	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0.4286368015	0	0	0.5527361150	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5836081268	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Escherichia.s__Escherichia_coli	0.0177626894	0.1053588797	0.4130550586	0.2361767865	0.0089784886	0.0184347846	0.5947110794	0.3487600087	0	0	0.2720695914	0.3299182278	0	0	0.5898210168	0.3220419100	0.2123262618	0.2398946258	0.0125790055	0.4998483991	0.1661270624	0.1458684717	0.3486912163	0.2064496607
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	0	0.7075292469	0	0.4135818261	0	0.6879317328	0.4016708721	0	0.6464947159	0.3554775871	0.7032038190	0.5502639414	0.5243091828	0.3880520362	0.0678048629	0.3761200797
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Klebsiella.s__Klebsiella_pneumoniae	0.0157624261	0.3249768960	0.4615240470	0.6130164672	0.1800083806	0.1304244273	0.4569782724	0.5190710829	0.0000000034	0.0000425515	0.6757366324	0	0.0000000000	0.0000001652	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lactobacillus.s__Lactobacillus_ruminis	0.6343124719	0.2035331409	0.7483840841	0.8418851889	0.8426625287	0.8793143771	0.6120624251	0.8975431104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0.7448054503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	0.1075777786	0.5481555333	0.0076308987	0.0683818952	0.2361109680	0.8592510753	0.3379218064	0.6527812471	0	0	0	0.1713481863	0	0.5379173564	0.2018628352	0	0.2042547806	0.3896189983	0.3323202664	0.0090428730	0.0980065794	0.0534694013	0.0574265110	0.5940219886
PWY-6165: chorismate biosynthesis II (archaea)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000000000	0.0000000000	0.0000000000	0	0	0	0.0000000000
PWY-6168: flavin biosynthesis III (fungi)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000002211	0.0000004634	0.0000000132	0.0000000000	0.0000000004	0.0000000447	0.0000000000	0.0005751144
PWY-6168: flavin biosynthesis III (fungi)|g__Escherichia.s__Escherichia_coli	0.0000000043	0.0000799071	0.2977377543	0.0807817814	0.0016734726	0.0055861718	0.0032027521	0.0650984320	0	0	0.0124407306	0.2988925695	0	0	0.0000077850	0.1651347493	0.4716031186	0.2967519500	0.0074506539	0.0003724178	0.0067088998	0.1173734887	0.0039405009	0.7182292934
PWY-6168: flavin biosynthesis III (fungi)|unclassified	0	0	0	0.0000922219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6182: superpathway of salicylate degradation	0	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6185: 4-methylcatechol degradation (ortho cleavage)	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000009077	0.0000000000	0.0000631595	0.0105966626	0.0000000433	0.0000000001	0.0002815600	0.0017839345
PWY-621: sucrose degradation III (sucrose invertase)|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6055654018	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0.9314489695	0	0	0	0	0.6979489425	0	0.6644294316	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3885993733	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|g__Escherichia.s__Escherichia_coli	0.0000001365	0.0000000073	0.0086389912	0.0000599404	0.0000000000	0.0000000000	0.0002268732	0.0039493333	0	0	0.4501400402	0.0003584464	0	0	0.2797388548	0.2799931750	0.0000000001	0.0000000000	0.0024565433	0.0017741498	0.0000000000	0.0000000000	0.1550367317	0.1466824728
PWY-621: sucrose degradation III (sucrose invertase)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0.5883557700	0.4597976952	0.7158220474	0.7664695585	0.4888646776	0.6804854477	0.1069855290	0.7258387962	0.4563009551	0.2031745632	0.3365060853	0	0.6590270010	0.2870946442	0.1534145777	0	0.8176495939	0.7786583932	0.4753011987	0.6902151144	0.4459770261	0.8247482060	0.7252291085	0.9180177241
PWY-621: sucrose degradation III (sucrose invertase)|g__Klebsiella.s__Klebsiella_pneumoniae	0.7146568492	0.9771184578	0.2785615439	0.3901950365	0.4564017505	0.8230091324	0.6317386011	0.8210661354	0.9627940047	0.9998700682	0	0	0.9988767651	0.9495865684	0	0	0	0	0	0	0	0	0	0
PWY-621: sucrose degradation III (sucrose invertase)|unclassified	0	0	0	0.0003099932	0.0000002182	0	0	0	0	0	0	0	0.0022460367	0	0	0	0.4490258788	0	0	0.0064994019	0.0067841731	0.0015077783	0	0
PWY-6270: isoprene biosynthesis I	0.9998790217	0.4927645339	0.9690247513	0.9998620592	0.8915994448	0.9823402046	0.9861817992	0.9999540252	0.0000097137	0.0000696800	0.9987909977	0.9939341513	0.0000000000	0.0000006719	0.9849902275	0.9543371674	0.0000055653	0.0042416537	0.1069330869	0.1116717212	0.0399101485	0.0000157156	0.8783814109	0.0320565730
PWY-6270: isoprene biosynthesis I|g__Klebsiella.s__Klebsiella_pneumoniae	0.0000028705	0.0000258202	0.0000005357	0.0306885256	0.0000264891	0.0000000226	0.0000003199	0.0180869253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6270: isoprene biosynthesis I|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	0.2877921008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000	1.0000000000
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7141058660	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alloscardovia.s__Alloscardovia_omnicolens	0.7092864995	0	0	0.4517506021	0	0	0.4748260306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.0000807712	0.0000031990	0.0000011511	0.0000552061	0.0001025323	0.0002051821	0.0000162127	0.0000200690	0.0001470766	0.0000058469	0.0005441086	0.0046478554	0.0004572854	0.1411124020	0.0000275699	0.0000000094	0.8900866188	0.5694673974	0.9142852250	0.9121435618	0.8402905384	0.5814958038	0.0657195103	0.7136904168
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_angulatum	0.0264002249	0.2814648872	0.5435087744	0.2662969910	0.3622895142	0.0763675663	0.5937014647	0.6642899033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0.2650354139	0.2546858568	0.5151227339	0.5384626545	0.0133479552	0.0767580622	0.7082937961	0.4141565443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9659796230	0.9011731065	0.9112899866	0.3362238832	0.7216282980	0.5805776265	0.7710694829	0.7723763416
