# Pathway	Exp1A1_prefix.assembled_Abundance	Exp1A2_prefix.assembled_Abundance	Exp1AS1_prefix.assembled_Abundance	Exp1AS2_prefix.assembled_Abundance	Exp1C1_prefix.assembled_Abundance	Exp1C2_prefix.assembled_Abundance	Exp1S1_prefix.assembled_Abundance	Exp1S2_prefix.assembled_Abundance	Exp2A1_prefix.assembled_Abundance	Exp2A2_prefix.assembled_Abundance	Exp2AS1_prefix.assembled_Abundance	Exp2AS2_prefix.assembled_Abundance	Exp2C1_New.assembled_Abundance	Exp2C2_prefix.assembled_Abundance	Exp2S1_prefix.assembled_Abundance	Exp2S2_prefix.assembled_Abundance	Exp3A1_prefix.assembled_Abundance	Exp3A2_prefix.assembled_Abundance	Exp3AS1_prefix.assembled_Abundance	Exp3AS2_prefix.assembled_Abundance	Exp3C1_prefix.assembled_Abundance	Exp3C2_prefix.assembled_Abundance	Exp3S1_prefix.assembled_Abundance	Exp3S2_prefix.assembled_Abundance
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Escherichia.s__Escherichia_coli	6.71557e-05	6.54604e-05	6.35077e-05	5.90929e-05	6.71383e-05	6.85124e-05	7.23869e-05	7.0017e-05	0	0	2.79303e-05	3.37731e-05	0	0	5.65535e-05	4.13842e-05	3.94897e-05	4.23438e-05	3.03723e-05	3.75439e-05	3.76549e-05	4.16024e-05	4.72603e-05	3.91587e-05
PWY-6630: superpathway of L-tyrosine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.407e-05	3.6268e-05	1.66051e-05	1.57661e-05	3.63275e-05	3.53919e-05	1.67414e-05	1.63826e-05	9.74353e-05	9.44109e-05	0	0	9.04701e-05	9.82366e-05	0	0	0	0	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	6.80756e-05	7.22014e-05	7.32384e-05	6.59036e-05	8.13978e-05	7.28434e-05	6.86014e-05	7.13077e-05	7.48832e-05	7.30781e-05	3.06224e-05	3.08502e-05	7.15632e-05	8.00903e-05	5.3678e-05	4.61232e-05	2.0465e-05	2.47529e-05	3.52556e-05	3.10976e-05	1.96144e-05	2.52064e-05	4.43989e-05	4.83199e-05
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Escherichia.s__Escherichia_coli	4.183e-05	3.68556e-05	5.70991e-05	4.87271e-05	4.9655e-05	4.16659e-05	5.86792e-05	6.12498e-05	0	0	3.03726e-05	3.08502e-05	0	0	5.34212e-05	4.5243e-05	2.04506e-05	2.25255e-05	3.36751e-05	3.10976e-05	1.95989e-05	2.52064e-05	4.43989e-05	4.72356e-05
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate|g__Klebsiella.s__Klebsiella_pneumoniae	2.17832e-05	2.83908e-05	1.54952e-05	1.23781e-05	2.92898e-05	2.62595e-05	1.06943e-05	8.85304e-06	7.48832e-05	7.30781e-05	0	0	7.10584e-05	8.00903e-05	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis	0.000178525	0.000157656	0.000161227	0.000130695	0.000172416	0.000158942	0.000169826	0.000136508	0.000140812	0.000136799	4.61602e-05	4.85317e-05	0.000124829	0.000123122	6.77579e-05	5.10244e-05	0.000146234	0.000112347	0.000102145	0.000103781	0.000139563	0.000108452	7.96073e-05	0.000101611
PWY-6700: queuosine biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	4.5012e-07	0	0	0	0	1.04015e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0255e-07	6.77382e-07	0	0
PWY-6700: queuosine biosynthesis|g__Enterobacter.s__Enterobacter_aerogenes	7.21902e-07	0	0	0	7.94201e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	2.02629e-05	1.88725e-05	1.5114e-05	1.21116e-05	1.97752e-05	1.84685e-05	1.25237e-05	1.25502e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Escherichia.s__Escherichia_coli	6.61023e-05	6.406e-05	6.06465e-05	5.88766e-05	6.78148e-05	6.74137e-05	5.7902e-05	6.08672e-05	0	0	2.3128e-05	3.13096e-05	0	0	4.47546e-05	3.48252e-05	4.76363e-05	4.67175e-05	2.9918e-05	3.56125e-05	4.33119e-05	4.98863e-05	3.88068e-05	4.63004e-05
PWY-6700: queuosine biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	1.80486e-06	0	5.11424e-07	4.55694e-07	1.19611e-06	9.61946e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	3.17989e-05	3.39353e-05	2.1391e-05	1.38222e-05	3.96069e-05	3.22641e-05	1.96666e-05	1.66154e-05	9.46804e-05	9.34174e-05	6.61229e-07	0	8.65529e-05	8.78666e-05	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	0	3.85604e-07	5.67939e-07	0	0	0	0	0	0	0	0	0	0	1.1334e-06	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_copri	4.49321e-06	0	5.38681e-06	0	1.46902e-06	1.79572e-06	3.72524e-06	0	3.28023e-06	0	0	4.06057e-06	1.54105e-06	0	0	0	0	2.52471e-06	1.34473e-06	1.35902e-06	3.50418e-06	0	1.91591e-06	2.3866e-06
PWY-6700: queuosine biosynthesis|unclassified	1.30856e-05	8.28726e-06	1.18206e-05	5.4111e-06	8.1992e-06	6.19927e-06	6.3581e-06	8.8625e-06	3.35511e-06	4.49739e-06	4.80884e-06	3.10482e-06	4.58452e-06	5.51229e-06	2.40237e-06	3.624e-06	1.80232e-05	1.92887e-05	7.86396e-06	1.50414e-05	2.16518e-05	1.02226e-05	6.60736e-06	1.19995e-05
PWY-6703: preQ0 biosynthesis	0.000121582	0.000128392	0.000106229	9.46885e-05	0.000129233	0.000114022	0.000118088	9.08786e-05	0.000110366	0.000101074	2.83723e-05	3.13952e-05	0.000130065	0.000146986	6.68505e-05	5.14676e-05	2.66845e-05	3.96624e-05	3.81376e-05	4.5894e-05	4.75073e-05	3.77424e-05	3.97814e-05	6.36437e-05
PWY-6703: preQ0 biosynthesis|g__Acidaminococcus.s__Acidaminococcus_fermentans	6.28684e-07	0	0	7.00349e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82132e-06	0
PWY-6703: preQ0 biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	1.65046e-05	1.49852e-05	1.40176e-05	7.69513e-06	1.68333e-05	1.80701e-05	8.4804e-06	8.07404e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Escherichia.s__Escherichia_coli	4.55327e-05	4.50707e-05	4.42815e-05	4.62009e-05	5.45457e-05	3.77209e-05	6.072e-05	4.9424e-05	0	0	1.58682e-05	2.43072e-05	0	0	4.04823e-05	3.74362e-05	2.20444e-05	2.90662e-05	2.49698e-05	2.90766e-05	2.88102e-05	2.81878e-05	2.97892e-05	4.24676e-05
PWY-6703: preQ0 biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	8.29743e-07	0	0	7.8264e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	2.68596e-05	2.89254e-05	1.43085e-05	1.38821e-05	2.8154e-05	3.13598e-05	1.75491e-05	9.02798e-06	7.69115e-05	7.14935e-05	0	0	9.55649e-05	9.27355e-05	0	0	0	0	0	0	0	0	0	0
PWY-6703: preQ0 biosynthesis|unclassified	4.21363e-06	5.55587e-06	4.802e-06	1.8602e-06	1.96457e-06	2.01483e-06	2.39959e-06	0	2.56992e-06	0	0	0	5.18058e-06	3.92791e-06	0	0	0	0	0	0	2.46824e-06	7.14049e-07	0	2.7704e-06
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0.000111111	0.000128102	8.0938e-05	8.41081e-05	0.000168323	0.000113435	9.03271e-05	8.06096e-05	5.80491e-05	4.77089e-05	2.6162e-05	2.64517e-05	6.59527e-05	5.87733e-05	4.70468e-05	3.67125e-05	4.5159e-05	5.46107e-05	3.49256e-05	3.10864e-05	6.13858e-05	4.34214e-05	5.22778e-05	5.20575e-05
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Enterobacter.s__Enterobacter_cloacae	2.48566e-06	4.20751e-06	1.61607e-06	1.72243e-06	3.5236e-06	1.42732e-06	0	2.07753e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Escherichia.s__Escherichia_coli	6.92316e-05	8.05026e-05	4.96829e-05	5.66901e-05	0.000116777	5.88269e-05	6.22334e-05	6.5974e-05	0	0	2.4005e-05	2.61087e-05	0	0	4.63103e-05	3.66264e-05	4.38511e-05	5.38609e-05	3.38589e-05	2.95534e-05	6.0636e-05	4.2527e-05	5.0981e-05	5.09827e-05
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Klebsiella.s__Klebsiella_oxytoca	1.37408e-06	1.08802e-06	0	0	1.21444e-06	9.7906e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)|g__Klebsiella.s__Klebsiella_pneumoniae	2.29488e-05	2.86762e-05	1.59941e-05	1.28534e-05	2.95536e-05	3.29346e-05	1.42394e-05	9.53621e-06	5.78157e-05	4.76201e-05	1.21907e-06	0	6.58394e-05	5.85706e-05	0	0	0	0	0	0	0	0	0	0
PWY-6731: starch degradation III	7.21903e-05	7.07906e-05	5.76803e-05	4.68188e-05	7.72124e-05	7.45164e-05	5.35903e-05	4.93596e-05	0	0	8.55458e-06	2.95891e-06	0	0	8.29405e-06	2.18742e-05	1.62971e-05	2.43106e-05	1.41188e-05	2.04608e-05	2.79397e-05	3.15225e-05	2.22585e-05	1.53084e-05
PWY-6731: starch degradation III|g__Klebsiella.s__Klebsiella_oxytoca	2.15044e-06	1.86865e-06	1.24229e-06	0	1.61976e-06	2.19366e-06	1.15957e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V	0.000123416	0.000124118	9.50655e-05	8.07055e-05	0.000120162	0.000114403	9.3102e-05	7.78112e-05	3.2422e-05	3.85596e-05	4.17894e-05	4.37305e-05	3.97719e-05	3.43788e-05	5.28273e-05	3.70627e-05	0.000160797	0.00020937	0.000192375	0.000182786	0.000231596	0.000215563	0.000110133	0.000202296
PWY-6737: starch degradation V|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84779e-07	9.11764e-07	0	0
PWY-6737: starch degradation V|g__Blautia.s__Ruminococcus_obeum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75328e-07	7.39729e-07	0	0	7.66853e-07	1.44912e-06	0	0
PWY-6737: starch degradation V|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	8.94301e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Butyrivibrio.s__Butyrivibrio_crossotus	5.29682e-07	0	3.75016e-07	4.57683e-07	3.83405e-07	0	6.0046e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	8.45249e-07	2.91711e-06	4.25695e-06	0	2.42133e-06	2.09984e-06	2.80096e-06	3.43948e-06	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0142e-06	0	0	0
PWY-6737: starch degradation V|g__Collinsella.s__Collinsella_aerofaciens	3.81262e-07	0	0	0	1.24424e-06	1.22221e-06	7.66481e-07	0	1.12006e-06	3.3892e-06	2.88055e-06	2.30718e-06	2.54768e-06	0	1.00882e-06	1.37483e-06	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	3.98336e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.87869e-06	1.07958e-06	0	1.10237e-06	0
PWY-6737: starch degradation V|g__Escherichia.s__Escherichia_coli	2.32895e-05	2.46141e-05	1.02079e-05	1.45672e-05	2.62592e-05	2.42195e-05	1.11189e-05	1.05572e-05	0	0	0	0	0	0	0	0	1.09987e-05	1.47133e-05	4.85166e-06	4.55845e-06	9.14621e-06	1.66076e-05	0	5.01512e-06
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81e-06	0	1.29232e-06	1.28761e-06	0	0	0	0
PWY-6737: starch degradation V|g__Eubacterium.s__Eubacterium_rectale	0	0	0	0	0	0	0	0	1.43547e-06	1.83346e-06	4.98532e-06	3.98081e-06	3.26648e-06	3.7255e-06	1.45742e-06	3.81316e-06	6.95033e-06	3.79419e-06	4.39792e-06	2.5898e-06	7.74081e-06	2.62687e-06	2.48435e-06	8.08568e-06
PWY-6737: starch degradation V|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	3.95009e-06	2.15534e-06	2.4146e-06	4.3649e-06	1.18778e-06	3.6361e-06	2.65656e-06	1.0424e-06	2.49158e-06	1.74019e-06	2.27966e-06	1.33435e-06	1.81857e-06	2.52545e-06	1.88562e-06	2.19545e-06	7.86334e-06	9.96077e-06	8.53952e-06	6.51139e-06	7.12679e-06	7.99749e-06	7.93984e-06	8.01665e-06
PWY-6737: starch degradation V|g__Roseburia.s__Roseburia_inulinivorans	1.27284e-06	0	0	0	4.56389e-07	0	0	0	7.1559e-07	0	6.40921e-07	8.83302e-07	6.44018e-07	6.06555e-07	0	1.23171e-06	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|g__Ruminococcus.s__Ruminococcus_bromii	3.69367e-07	0	0	8.93386e-07	3.49427e-07	0	0	6.9309e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6737: starch degradation V|unclassified	9.69276e-06	4.21295e-06	3.13251e-06	4.10605e-06	1.03311e-05	6.56456e-06	7.57488e-06	2.11157e-06	3.88485e-06	3.6357e-06	2.97509e-06	2.71658e-06	2.43466e-06	1.5508e-06	2.72323e-06	0	1.21816e-05	2.96124e-05	1.39952e-05	3.405e-05	2.94393e-05	2.71874e-05	6.02181e-06	1.12356e-05
PWY-6803: phosphatidylcholine acyl editing	0.000127921	0.000119103	9.56115e-05	8.33674e-05	0.000120607	0.000128488	9.54172e-05	9.55966e-05	0.000115293	0.000116645	3.41339e-05	3.23382e-05	9.0663e-05	9.13179e-05	5.64315e-05	5.16186e-05	5.29136e-05	4.42394e-05	3.152e-05	3.86557e-05	4.29429e-05	5.62155e-05	4.59312e-05	5.05488e-05
PWY-6803: phosphatidylcholine acyl editing|g__Enterobacter.s__Enterobacter_aerogenes	8.37795e-07	5.35705e-07	0	0	1.59967e-06	1.47066e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Enterobacter.s__Enterobacter_cloacae	2.36731e-05	2.13821e-05	1.45086e-05	1.21065e-05	1.71645e-05	1.98337e-05	1.22203e-05	1.48649e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Escherichia.s__Escherichia_coli	6.9395e-05	6.36305e-05	5.5261e-05	5.75896e-05	6.42218e-05	6.51848e-05	6.46785e-05	6.76998e-05	0	0	3.16887e-05	3.12027e-05	0	0	5.64315e-05	5.16186e-05	5.2321e-05	4.36525e-05	3.152e-05	3.86557e-05	4.03774e-05	5.51529e-05	4.48765e-05	4.87691e-05
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_oxytoca	6.8932e-07	1.59399e-06	0	0	1.69425e-06	7.47369e-07	1.83521e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|g__Klebsiella.s__Klebsiella_pneumoniae	3.35858e-05	3.68275e-05	2.58419e-05	1.36712e-05	3.57194e-05	4.04819e-05	1.66832e-05	1.30318e-05	0.000115293	0.000116645	2.44519e-06	1.13555e-06	9.0663e-05	9.13179e-05	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing|unclassified	0	0	0	0	6.60972e-07	1.01181e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6823: molybdenum cofactor biosynthesis	8.04934e-05	7.57574e-05	6.66253e-05	6.20142e-05	7.53617e-05	6.72415e-05	6.79614e-05	7.02458e-05	0	0	3.11282e-05	2.91255e-05	0	0	4.45212e-05	3.8912e-05	3.97294e-05	4.69659e-05	3.27949e-05	3.42756e-05	4.85373e-05	3.92967e-05	3.98813e-05	4.05571e-05
PWY-6823: molybdenum cofactor biosynthesis|g__Escherichia.s__Escherichia_coli	6.81168e-05	6.09645e-05	5.75079e-05	5.25579e-05	6.51847e-05	5.97125e-05	5.95247e-05	6.11973e-05	0	0	2.84842e-05	2.32985e-05	0	0	4.19014e-05	3.4026e-05	3.72859e-05	4.388e-05	2.88316e-05	3.10921e-05	4.47907e-05	3.75102e-05	3.65493e-05	3.80458e-05
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	8.33964e-07	0	0	0	3.72225e-07	0	1.06026e-06	1.82486e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)|unclassified	7.45217e-07	0	0	0	3.54726e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6859: all-trans-farnesol biosynthesis	6.81522e-05	5.14264e-05	5.79239e-05	5.63267e-05	6.61412e-05	5.99713e-05	7.45658e-05	6.09223e-05	0.000234284	0.000141287	0.000221217	0.000154167	0.000236942	0.00026536	0.000130523	0.000170448	2.68937e-05	4.4683e-05	3.33667e-05	2.86204e-05	4.23058e-05	3.3942e-05	4.90479e-05	5.31283e-05
PWY-6859: all-trans-farnesol biosynthesis|g__Escherichia.s__Escherichia_coli	5.61835e-05	4.07967e-05	5.00776e-05	4.83632e-05	5.24783e-05	4.86882e-05	6.44175e-05	5.0745e-05	0	0	3.23642e-05	3.22526e-05	0	0	4.67126e-05	5.15813e-05	2.44513e-05	4.26392e-05	3.29737e-05	2.77432e-05	4.00953e-05	3.32091e-05	4.74689e-05	5.09007e-05
PWY-6859: all-trans-farnesol biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0.00023389	0.000141287	0.000188144	0.000120647	0.000236542	0.00026536	8.17433e-05	0.000115446	0	0	0	0	0	0	0	0
PWY-6876: isopropanol biosynthesis	1.2135e-06	9.76383e-07	0	0	7.31987e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole biosynthesis II (Bacillus)	0.000193674	0.000210816	0.000166657	0.000153473	0.000188339	0.000234276	0.000206136	0.000218768	0.00020623	0.000190901	7.83982e-05	9.55966e-05	0.000220991	0.000174353	9.99711e-05	7.48756e-05	0.000144666	0.000120755	9.03767e-05	0.000125876	0.000134464	0.000181188	9.33296e-05	8.87913e-05
PWY-6891: thiazole biosynthesis II (Bacillus)|g__Klebsiella.s__Klebsiella_pneumoniae	2.33389e-05	2.51958e-05	1.25227e-05	1.18414e-05	2.75481e-05	2.54262e-05	1.63036e-05	9.98601e-06	7.25052e-05	5.98137e-05	0	0	6.03446e-05	6.55403e-05	0	0	0	0	0	0	0	0	0	0
PWY-6891: thiazole biosynthesis II (Bacillus)|unclassified	0	0	0	1.01801e-06	1.41164e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)	0.000227087	0.000245271	0.000199714	0.000184522	0.000221791	0.000271084	0.000244809	0.000258252	0.000239661	0.000223792	0.000116879	0.000117445	0.000255615	0.000204174	0.000145432	9.22609e-05	0.000174755	0.000146697	0.000111021	0.000153424	0.000162507	0.000216987	0.000129115	0.000169954
PWY-6892: thiazole biosynthesis I (E. coli)|g__Escherichia.s__Escherichia_coli	3.73899e-05	3.45878e-05	6.29029e-05	4.25537e-05	3.45279e-05	4.09276e-05	7.07219e-05	4.96888e-05	0	0	3.87887e-05	3.83085e-05	0	0	4.98441e-05	3.73542e-05	3.34547e-05	1.71482e-05	2.85186e-05	5.51092e-05	1.22607e-05	1.48088e-05	5.09878e-05	4.43645e-05
PWY-6892: thiazole biosynthesis I (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae	2.70142e-05	2.83733e-05	1.50096e-05	1.33297e-05	3.04744e-05	2.92908e-05	1.85054e-05	1.21112e-05	8.33923e-05	7.08366e-05	0	0	7.30427e-05	7.58929e-05	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)|unclassified	0	0	0	1.18305e-06	1.63931e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	0.000125073	0.000109922	9.76851e-05	0.000100591	0.000117607	0.000102915	0.000103941	0.000103856	1.16864e-05	5.5662e-06	7.71048e-05	9.39323e-05	1.23248e-05	1.227e-05	0.000101332	7.38435e-05	8.38192e-05	6.86548e-05	7.07127e-05	6.29088e-05	8.32288e-05	6.05568e-05	7.93746e-05	0.000101119
PWY-6897: thiamin salvage II	0.000174101	0.000178121	0.000140548	0.000136897	0.000165943	0.000183061	0.000141534	0.000133032	0.000152719	0.000122541	7.24089e-05	8.77544e-05	0.000154136	0.000150415	0.000101629	7.4248e-05	7.38434e-05	7.3853e-05	6.13446e-05	6.76892e-05	7.76606e-05	5.24184e-05	6.83329e-05	8.78913e-05
PWY-6897: thiamin salvage II|g__Bifidobacterium.s__Bifidobacterium_animalis	3.31619e-06	2.86194e-06	2.16716e-06	3.3829e-06	4.51098e-06	2.66273e-06	8.24783e-07	1.48538e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|g__Escherichia.s__Escherichia_coli	6.42668e-05	6.54706e-05	6.30893e-05	5.94729e-05	5.94222e-05	6.14451e-05	6.39223e-05	5.43943e-05	0	0	2.35537e-05	3.38572e-05	0	0	4.89805e-05	3.80383e-05	3.53809e-05	4.13579e-05	3.10013e-05	3.32754e-05	3.94568e-05	2.70742e-05	3.79246e-05	4.63386e-05
PWY-6897: thiamin salvage II|g__Klebsiella.s__Klebsiella_pneumoniae	3.15626e-05	3.23575e-05	1.86128e-05	1.57039e-05	3.07805e-05	3.68637e-05	1.79384e-05	1.42791e-05	8.40928e-05	7.321e-05	1.30161e-06	0	8.34141e-05	8.65023e-05	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36936e-06	0	1.18442e-06	0	0	0
PWY-6897: thiamin salvage II|unclassified	0	1.14804e-06	0	0	0	0	0	0	0	0	0	4.79577e-06	3.62925e-06	2.66285e-06	0	0	0	0	0	0	0	0	2.51577e-06	0
PWY-6901: superpathway of glucose and xylose degradation	0.000243183	0.00022705	0.00020432	0.000152361	0.000241299	0.000236641	0.000184339	0.000164763	0.00020334	0.000193294	3.40239e-05	3.09177e-05	0.000191212	0.00018569	1.5212e-05	3.77172e-05	9.53137e-05	4.78133e-05	7.32159e-05	8.67327e-05	8.232e-05	9.17846e-05	7.78335e-05	6.76295e-05
PWY-6901: superpathway of glucose and xylose degradation|g__Enterobacter.s__Enterobacter_cloacae	1.82581e-05	1.58843e-05	1.15536e-05	1.24155e-05	1.68183e-05	1.661e-05	9.12082e-06	1.09386e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6901: superpathway of glucose and xylose degradation|g__Escherichia.s__Escherichia_coli	1.95822e-05	7.80192e-06	0	0	5.35567e-06	6.91344e-06	8.35292e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6901: superpathway of glucose and xylose degradation|g__Klebsiella.s__Klebsiella_pneumoniae	2.75287e-05	2.76216e-05	1.93735e-05	1.05406e-05	3.05853e-05	2.9801e-05	1.70394e-05	1.34737e-05	9.51101e-05	8.85596e-05	0	0	8.99407e-05	8.96209e-05	0	0	0	0	0	0	0	0	0	0
PWY-6901: superpathway of glucose and xylose degradation|unclassified	0	0	0	0	3.33565e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis	0.000183465	0.000158468	0.000145267	0.00013573	0.000161493	0.000151292	0.000155176	0.000165103	0.000155673	0.000135073	9.55712e-05	9.83411e-05	0.000139418	0.000164565	9.8512e-05	7.88309e-05	0.000107289	0.000108196	8.23788e-05	0.0001006	0.000118545	0.000105522	9.08746e-05	0.000101062
PWY-6936: seleno-amino acid biosynthesis|g__Dorea.s__Dorea_longicatena	3.91907e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53775e-07	0	0	0
PWY-6936: seleno-amino acid biosynthesis|g__Escherichia.s__Escherichia_coli	9.22976e-05	8.93856e-05	7.78754e-05	7.0287e-05	9.82723e-05	8.50961e-05	8.06344e-05	9.12723e-05	0	0	3.81733e-05	4.38939e-05	0	0	5.94761e-05	5.36035e-05	5.17644e-05	5.2789e-05	4.58582e-05	4.05862e-05	4.70864e-05	5.92137e-05	4.75142e-05	5.96987e-05
PWY-6936: seleno-amino acid biosynthesis|g__Klebsiella.s__Klebsiella_oxytoca	0	9.73866e-07	5.72833e-07	0	8.40654e-07	4.27858e-07	6.24385e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	2.94699e-05	3.02211e-05	1.21144e-05	9.76083e-06	3.09313e-05	2.56496e-05	1.39598e-05	1.54127e-05	8.67669e-05	7.8017e-05	0	0	6.88395e-05	8.27892e-05	0	0	0	0	0	0	0	0	0	0
PWY-6936: seleno-amino acid biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32394e-06	1.16267e-06	0	0	0	0	1.15686e-06	0
PWY-6936: seleno-amino acid biosynthesis|unclassified	4.54595e-06	2.74397e-06	1.66046e-06	1.50781e-06	3.89489e-06	3.17783e-06	3.52425e-06	0	0	1.48938e-06	1.36776e-06	0	1.96782e-06	0	0	0	0	0	0	3.90272e-06	3.11105e-06	2.17533e-06	0	2.88959e-06
